Healthy,W40,W81,W115,W159,W175,W195,W227,W256,W276,W294,W305,W323,W344,W378,W400,W417,W436,W450,W466,W488,W510,W524,W557,W579,W608,W637,W684,W720,W744,W769,W797,W825,W853,W890,W932
0.185631225,0.11349996,0.137412286,0.155939838,0.173960967,0.186982267,0.191408924,0.207709989,0.241780575,0.253903622,0.252478777,0.296760121,0.27075885,0.36699379,0.410715013,0.458386577,0.436749794,0.468950846,0.467568709,0.486185102,0.563532228,0.577024034,0.549166018,0.569389113,0.603974726,0.571844387,0.594696291,0.638407414,0.619661129,0.564667443,0.528867852,0.543290951,0.61563375,0.71822118,0.864503053,0.769788632
0.186645436,0.113801599,0.138220093,0.156155186,0.173844877,0.185778384,0.189664595,0.205867036,0.24179956,0.25313025,0.252458738,0.297748342,0.270533448,0.366391134,0.405009615,0.457578369,0.434469456,0.470011505,0.465739533,0.477182213,0.561546975,0.577140741,0.538818316,0.569384329,0.604395364,0.570583871,0.591805395,0.636523605,0.612251131,0.55999687,0.569856233,0.541484694,0.61524959,0.713167854,0.861882541,0.774044975
0.18461351,0.108881819,0.137781951,0.154087182,0.170038216,0.176754169,0.190421185,0.203864948,0.238927102,0.253980907,0.251485482,0.296272797,0.279099574,0.360302716,0.4009716,0.453584372,0.428551364,0.485108072,0.45709928,0.47794119,0.554659173,0.556390177,0.53860046,0.551189139,0.597714279,0.587574302,0.62979357,0.648766954,0.607578842,0.597503571,0.56813119,0.575507491,0.614005621,0.736607078,0.888296558,0.751943222
0.183592577,0.110710088,0.140033495,0.154641487,0.168010136,0.175704903,0.190187118,0.204326378,0.238353242,0.253748725,0.251866069,0.296634246,0.278320167,0.358318675,0.400103907,0.446252714,0.430355892,0.482566931,0.456054968,0.476957851,0.553682514,0.558087839,0.53809501,0.551021736,0.598978826,0.587395818,0.629837173,0.647757188,0.60636947,0.586364283,0.566271593,0.575026867,0.61114932,0.731605266,0.828621615,0.749406579
0.184184809,0.108265641,0.140743591,0.156811701,0.166387652,0.17279314,0.189490606,0.205722215,0.231698899,0.256381881,0.253007899,0.300517764,0.274807424,0.373952156,0.407128433,0.443460066,0.428735847,0.482283566,0.458177071,0.477062985,0.554803346,0.561314677,0.533192334,0.544561982,0.590073244,0.587871973,0.623233966,0.62054521,0.638837974,0.588682948,0.555242645,0.556034916,0.601400915,0.727700434,0.827123347,0.744749147
0.183660594,0.109668056,0.139387744,0.15760824,0.166912068,0.172196206,0.191378392,0.205708529,0.231124399,0.253473103,0.252992467,0.303382505,0.275149852,0.364393073,0.402745227,0.440688322,0.428349214,0.47895768,0.454530293,0.47376986,0.555490602,0.560212461,0.533561564,0.545709878,0.592905758,0.592462122,0.623363229,0.621821194,0.639540512,0.590941755,0.55589121,0.556108714,0.600658522,0.724073831,0.825686602,0.745962144
0.185132115,0.104061396,0.138582528,0.157071728,0.16630772,0.170351754,0.189452971,0.206262265,0.23587331,0.256025569,0.251434014,0.299689464,0.27325293,0.360025055,0.397304243,0.424337836,0.423574482,0.467172262,0.45009445,0.475671982,0.555142873,0.561568184,0.530661793,0.5432811,0.589106358,0.587997311,0.613565493,0.628868027,0.628402054,0.58694269,0.552185155,0.551341935,0.594129396,0.712915347,0.857153161,0.741248869
0.278219935,0.104468401,0.137451165,0.156987344,0.165305381,0.170501756,0.190878525,0.206919754,0.235517646,0.255231404,0.252234476,0.300660629,0.272673807,0.361029817,0.391299563,0.424217227,0.425890531,0.45198908,0.45144937,0.473821821,0.553594636,0.559295528,0.529390149,0.543810398,0.588333287,0.589164101,0.617271502,0.629679169,0.626513757,0.587028428,0.553916392,0.550462593,0.592660993,0.710916333,0.860171687,0.736165233
0.279465069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.280832561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
