"Sensor","","Direction and","","Brand","","Sensitivity","","R","Sampling",""
"","","Position","","","","[mV/g]","","","ate [kS/sec]",""
"Accelerometer","Gravitational"
"Accelerometer","Gravitational"
"Tachometer – 30"
"Tachometer – 30"
